trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,smooth_minus_interp_mean_mm,smooth_minus_interp_sd_mm,smooth_minus_interp_p95_abs_mm,smooth_minus_interp_max_abs_mm,global_min_interp_mm,global_min_smooth_mm,delta_global_min_mm,psd_highfreq_cut_hz,psd_highfreq_power_reduction_pct,calibration_stats,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s,param_max_gap_ms,param_savgol_window_ms
PLR_Haruka_R_1920x1080_30_1,3511,117.0,30.0,0.75,0.0,0.19937339789233838,2,0.06666666666666667,0.3002649834295134,0.8408593819949394,0.9926955715883702,0.03632443856561788,0.026550270578182864,0.01602548760247848,-5.226364611507999e-16,0.03632443856561788,0.07714285714285651,0.21142857142857086,3.966666666666667,4.0600000000000005,0.09333333333333371,4.0,65.24124648754297,,0.9727377273070573,0.34758753512457036,0.34758753512457036,0,3.0,6.054285714285713,4.0600000000000005,1.9942857142857129,0.3294006606890041,1.5,0.16666666666666652,63.25,4.744999999999999,5.424761904761905,-0.6797619047619055,-0.14325856791610234,2.316666666666663,,400.0,150.0
