frame_id,timestamp,diameter,confidence,is_bad_data,diameter_mm,flag_reason,is_interpolated
0,0.0,239.88571428571433,1.0,False,7.996190476190481,,False
1,0.0333333333333333,241.45714285714277,1.0,False,8.048571428571428,,False
2,0.0666666666666666,242.3142857142857,1.0,False,8.077142857142857,,False
3,0.1,242.34285714285713,1.0,False,8.078095238095237,,False
4,0.1333333333333333,242.34285714285713,1.0,False,8.078095238095237,,False
5,0.1666666666666666,242.2285714285714,1.0,False,8.074285714285715,,False
6,0.2,241.59999999999997,1.0,False,8.053333333333333,,False
7,0.2333333333333333,240.8285714285714,1.0,False,8.027619047619048,,False
8,0.2666666666666666,241.08571428571426,1.0,False,8.036190476190475,,False
9,0.3,240.8285714285714,1.0,False,8.027619047619046,,False
10,0.3333333333333333,239.82857142857142,1.0,False,7.994285714285714,,False
11,0.3666666666666666,239.68571428571428,1.0,False,7.989523809523808,,False
12,0.4,240.48571428571427,1.0,False,8.016190476190475,,False
13,0.4333333333333333,240.91428571428568,1.0,False,8.03047619047619,,False
14,0.4666666666666667,240.5142857142857,1.0,False,8.017142857142856,,False
15,0.5,238.7142857142857,1.0,False,7.957142857142856,,False
16,0.5333333333333333,239.3142857142857,1.0,False,7.977142857142857,,False
17,0.5666666666666667,239.5142857142857,1.0,False,7.983809523809523,,False
18,0.6,240.79999999999998,1.0,False,8.026666666666667,,False
19,0.6333333333333333,239.79999999999998,1.0,False,7.993333333333333,,False
20,0.6666666666666666,241.1142857142857,1.0,False,8.037142857142857,,False
21,0.7,240.7142857142857,1.0,False,8.023809523809522,,False
22,0.7333333333333333,241.24285714285713,1.0,False,8.04142857142857,,False
23,0.7666666666666666,241.2285714285714,1.0,False,8.04095238095238,,False
24,0.8,241.67142857142855,1.0,True,8.055714285714286,MAD_OUTLIER,True
25,0.8333333333333334,241.17142857142855,1.0,False,8.03904761904762,,False
26,0.8666666666666667,240.5285714285714,1.0,False,8.017619047619046,,False
27,0.9,240.68571428571425,1.0,False,8.022857142857143,,False
28,0.9333333333333332,241.9142857142857,1.0,False,8.063809523809523,,False
29,0.9666666666666668,242.05714285714285,1.0,False,8.068571428571428,,False
30,1.0,241.1142857142857,1.0,False,8.037142857142856,,False
31,1.0333333333333332,240.39999999999998,1.0,False,8.013333333333332,,False
32,1.0666666666666669,241.42857142857142,1.0,False,8.047619047619047,,False
33,1.1,241.39999999999998,1.0,False,8.046666666666665,,False
34,1.1333333333333333,241.77142857142854,1.0,False,8.059047619047618,,False
35,1.1666666666666667,241.1,1.0,False,8.036666666666665,,False
36,1.2,240.68571428571425,1.0,False,8.022857142857141,,False
37,1.2333333333333334,240.15714285714284,1.0,True,8.005238095238093,MAD_OUTLIER,True
38,1.2666666666666666,241.68571428571425,1.0,False,8.056190476190476,,False
39,1.3,241.58571428571426,1.0,False,8.052857142857142,,False
40,1.3333333333333333,241.54285714285712,1.0,False,8.05142857142857,,False
41,1.3666666666666667,241.0142857142857,1.0,False,8.033809523809522,,False
42,1.4,241.3428571428571,1.0,False,8.044761904761904,,False
43,1.4333333333333331,240.4142857142857,1.0,True,8.013809523809522,MAD_OUTLIER,True
44,1.4666666666666666,240.08571428571426,1.0,False,8.002857142857142,,False
45,1.5,239.95714285714283,1.0,False,7.998571428571427,,False
46,1.5333333333333332,239.9142857142857,1.0,False,7.997142857142856,,False
47,1.5666666666666669,240.17142857142855,1.0,False,8.005714285714285,,False
48,1.6,241.25714285714284,1.0,False,8.041904761904762,,False
49,1.6333333333333333,240.97142857142856,1.0,False,8.03238095238095,,False
50,1.6666666666666667,240.0285714285714,1.0,False,8.00095238095238,,False
51,1.7,239.65714285714284,1.0,False,7.9885714285714275,,False
52,1.7333333333333334,241.25714285714284,1.0,False,8.041904761904762,,False
53,1.7666666666666666,241.22857142857143,1.0,False,8.04095238095238,,False
54,1.8,240.94285714285712,1.0,False,8.031428571428572,,False
55,1.8333333333333333,240.2285714285714,1.0,False,8.007619047619047,,False
56,1.8666666666666667,240.77142857142854,1.0,False,8.025714285714285,,False
57,1.9,239.88571428571427,1.0,False,7.996190476190476,,False
58,1.9333333333333331,240.37142857142857,1.0,False,8.012380952380953,,False
59,1.9666666666666663,241.05714285714285,1.0,False,8.035238095238094,,False
60,2.0,242.29999999999998,1.0,False,8.076666666666666,,False
61,2.033333333333333,241.9142857142857,1.0,False,8.063809523809523,,False
62,2.0666666666666664,241.49999999999997,1.0,True,8.05,MAD_OUTLIER,True
63,2.1,240.91428571428568,1.0,False,8.030476190476191,,False
64,2.1333333333333333,241.6428571428571,1.0,False,8.054761904761904,,False
65,2.1666666666666665,241.88571428571427,1.0,False,8.062857142857142,,False
66,2.2,241.94285714285712,1.0,False,8.064761904761903,,False
67,2.2333333333333334,241.57142857142856,1.0,False,8.052380952380952,,False
68,2.2666666666666666,241.99999999999997,1.0,False,8.066666666666666,,False
69,2.3,242.42857142857142,1.0,False,8.080952380952379,,False
70,2.3333333333333335,242.05714285714282,1.0,False,8.06857142857143,,False
71,2.3666666666666667,242.28571428571425,1.0,False,8.076190476190476,,False
72,2.4,241.6285714285714,1.0,False,8.054285714285713,,False
73,2.433333333333333,242.37142857142854,1.0,False,8.079047619047618,,False
74,2.466666666666667,241.79999999999998,1.0,False,8.059999999999999,,False
75,2.5,241.68571428571425,1.0,False,8.056190476190476,,False
76,2.533333333333333,240.8285714285714,1.0,False,8.027619047619048,,False
77,2.5666666666666664,240.91428571428568,1.0,False,8.03047619047619,,False
78,2.6,241.42857142857142,1.0,False,8.047619047619047,,False
