trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,smooth_minus_interp_mean_mm,smooth_minus_interp_sd_mm,smooth_minus_interp_p95_abs_mm,smooth_minus_interp_max_abs_mm,global_min_interp_mm,global_min_smooth_mm,delta_global_min_mm,psd_highfreq_cut_hz,psd_highfreq_power_reduction_pct,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s,param_max_gap_ms,param_savgol_window_ms,calib_truth_mm,calib_n_samples,calib_mean_mm,calib_sd_mm,calib_bias_mm,calib_mae_mm,calib_rmse_mm,calib_limits95_low_mm,calib_limits95_high_mm
PLR_Calibration_R_1920x1080_30_3,401,13.333333333333334,30.0,0.75,0.0,0.0,0,0.0,0.832854135769579,0.02540882133665246,0.7780229110119394,0.02631040972350501,0.020990381189882435,0.09866403646314413,7.125044530920969e-06,0.026310408758748835,0.04857142857142982,0.08285714285714363,7.9,7.934285714285714,0.03428571428571381,4.0,64.96275537969807,0.58642806865471,0.3503724462030194,0.3503724462030194,0,3.0,8.038571428571426,7.971904761904761,0.06666666666666554,0.008293347550500424,2.0,0.0,63.25,,,,,,,400.0,150.0,8.0,401.0,8.037829236432726,0.03204205671436763,0.037829236432726954,0.04125400783754844,0.04957564449979352,7.975026805272566,8.100631667592888
