trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s
average,401,13.333333333333334,30.0,0.75,0.0,0.0,0,0.0,0.832854135769579,0.02540882133665246,0.7780229110119394,0.02631040972350501,0.020990381189882435,0.09866403646314413,0.58642806865471,0.4057849285191306,0,3.0,8.038571428571426,7.971904761904761,0.06666666666666554,0.008293347550500424,2.0,0.0,63.25,,,,,,
