trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,smooth_minus_interp_mean_mm,smooth_minus_interp_sd_mm,smooth_minus_interp_p95_abs_mm,smooth_minus_interp_max_abs_mm,global_min_interp_mm,global_min_smooth_mm,delta_global_min_mm,psd_highfreq_cut_hz,psd_highfreq_power_reduction_pct,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s,param_max_gap_ms,param_savgol_window_ms,calib_truth_mm,calib_n_samples,calib_mean_mm,calib_sd_mm,calib_bias_mm,calib_mae_mm,calib_rmse_mm,calib_limits95_low_mm,calib_limits95_high_mm
PLR_Calibration_R_1920x1080_30_3,401,13.333333333333334,30.0,0.75,0.0,0.0,0,0.0,0.8328541357695812,0.02540882133665246,0.7780229110119428,0.02631040972350491,0.02099038118988245,0.09866403646314376,7.125044530187834e-06,0.026310408758748734,0.04857142857142982,0.08285714285714363,7.9,7.934285714285712,0.03428571428571203,4.0,64.96275537969784,0.5864280686547115,0.3503724462030215,0.3503724462030215,0,3.0,8.038571428571426,7.97190476190476,0.06666666666666643,0.008293347550500535,2.0,0.0,63.25,,,,,,,400.0,150.0,8.0,401.0,8.037829236432726,0.03204205671436761,0.037829236432726225,0.041254007837547936,0.04957564449979296,7.975026805272566,8.100631667592888
