trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_before_repair,flagged_pct_remaining_final,interpolated_filled_pct,max_interpolated_filled_gap_frames,max_interpolated_filled_gap_s,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,smooth_minus_interp_mean_mm,smooth_minus_interp_sd_mm,smooth_minus_interp_p95_abs_mm,smooth_minus_interp_max_abs_mm,global_min_interp_mm,global_min_smooth_mm,delta_global_min_mm,psd_highfreq_cut_hz,psd_highfreq_power_reduction_pct,calibration_stats,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s,param_max_gap_ms,param_savgol_window_ms
average,401,13.333333333333334,30.0,0.75,14.214463840399002,0.0,14.214463840399002,3,0.1,0.0,14.214463840399002,3,0.1,0.5253914464446237,0.5388088371383274,0.99534529773683,0.028041691368057908,0.01828405177532361,0.013248043166011612,-3.562522266327621e-06,0.02804169114175977,0.048571428571428044,0.16714285714285726,6.016666666666667,6.038095238095238,0.021428571428571352,4.0,33.90184425319514,,0.9800924633312487,0.6609815574680487,0.6609815574680487,0,3.0,7.045,6.038095238095238,1.006904761904762,0.14292473554361418,1.0,0.1333333333333333,63.25,,,,,,,400.0,150.0
