frame_id,timestamp,diameter,confidence,is_bad_data,diameter_mm
0,0.0,240.0,1.0,False,8.0
1,0.03333333333333333,241.0,1.0,False,8.033333333333333
2,0.06666666666666667,243.0,1.0,False,8.1
3,0.1,242.0,1.0,False,8.066666666666666
4,0.13333333333333333,242.0,1.0,False,8.066666666666666
5,0.16666666666666666,243.0,1.0,False,8.1
6,0.2,241.0,1.0,False,8.033333333333333
7,0.23333333333333334,241.0,1.0,False,8.033333333333333
8,0.26666666666666666,241.0,1.0,False,8.033333333333333
9,0.3,241.0,1.0,False,8.033333333333333
10,0.3333333333333333,240.0,1.0,False,8.0
11,0.36666666666666664,239.0,1.0,False,7.966666666666667
12,0.4,241.0,1.0,False,8.033333333333333
13,0.43333333333333335,241.0,1.0,False,8.033333333333333
14,0.4666666666666667,240.0,1.0,False,8.0
15,0.5,240.0,1.0,False,8.0
16,0.5333333333333333,237.0,1.0,False,7.9
17,0.5666666666666667,242.0,1.0,False,8.066666666666666
18,0.6,239.0,1.0,False,7.966666666666667
19,0.6333333333333333,241.0,1.0,False,8.033333333333333
20,0.6666666666666666,240.0,1.0,False,8.0
21,0.7,242.0,1.0,False,8.066666666666666
22,0.7333333333333333,240.0,1.0,False,8.0
23,0.7666666666666666,242.0,1.0,False,8.066666666666666
24,0.8,238.0,1.0,False,7.933333333333334
25,0.8333333333333334,241.0,1.0,False,8.033333333333333
26,0.8666666666666667,241.0,1.0,False,8.033333333333333
27,0.9,240.0,1.0,False,8.0
28,0.9333333333333333,242.0,1.0,False,8.066666666666666
29,0.9666666666666667,243.0,1.0,False,8.1
30,1.0,240.0,1.0,False,8.0
31,1.0333333333333332,241.0,1.0,False,8.033333333333333
32,1.0666666666666667,241.0,1.0,False,8.033333333333333
33,1.1,242.0,1.0,False,8.066666666666666
34,1.1333333333333333,241.0,1.0,False,8.033333333333333
35,1.1666666666666667,242.0,1.0,False,8.066666666666666
36,1.2,240.0,1.0,False,8.0
37,1.2333333333333334,244.0,1.0,False,8.133333333333333
38,1.2666666666666666,241.0,1.0,False,8.033333333333333
39,1.3,243.0,1.0,False,8.1
40,1.3333333333333333,240.0,1.0,False,8.0
41,1.3666666666666667,242.0,1.0,False,8.066666666666666
42,1.4,241.0,1.0,False,8.033333333333333
43,1.4333333333333333,244.0,1.0,False,8.133333333333333
44,1.4666666666666666,240.0,1.0,False,8.0
45,1.5,240.0,1.0,False,8.0
46,1.5333333333333332,240.0,1.0,False,8.0
47,1.5666666666666667,240.0,1.0,False,8.0
48,1.6,241.0,1.0,False,8.033333333333333
49,1.6333333333333333,242.0,1.0,False,8.066666666666666
50,1.6666666666666667,239.0,1.0,False,7.966666666666667
51,1.7,240.0,1.0,False,8.0
52,1.7333333333333334,241.0,1.0,False,8.033333333333333
53,1.7666666666666666,242.0,1.0,False,8.066666666666666
54,1.8,240.0,1.0,False,8.0
55,1.8333333333333333,241.0,1.0,False,8.033333333333333
56,1.8666666666666667,240.0,1.0,False,8.0
57,1.9,241.0,1.0,False,8.033333333333333
58,1.9333333333333333,239.0,1.0,False,7.966666666666667
59,1.9666666666666666,242.0,1.0,False,8.066666666666666
60,2.0,242.0,1.0,False,8.066666666666666
61,2.033333333333333,242.0,1.0,False,8.066666666666666
62,2.0666666666666664,246.0,1.0,False,8.2
63,2.1,241.0,1.0,False,8.033333333333333
64,2.1333333333333333,241.0,1.0,False,8.033333333333333
65,2.1666666666666665,243.0,1.0,False,8.1
66,2.2,241.0,1.0,False,8.033333333333333
67,2.2333333333333334,242.0,1.0,False,8.066666666666666
68,2.2666666666666666,242.0,1.0,False,8.066666666666666
69,2.3,242.0,1.0,False,8.066666666666666
70,2.3333333333333335,243.0,1.0,False,8.1
71,2.3666666666666667,241.0,1.0,False,8.033333333333333
72,2.4,243.0,1.0,False,8.1
73,2.433333333333333,241.0,1.0,False,8.033333333333333
74,2.466666666666667,243.0,1.0,False,8.1
75,2.5,241.0,1.0,False,8.033333333333333
76,2.533333333333333,241.0,1.0,False,8.033333333333333
77,2.5666666666666664,241.0,1.0,False,8.033333333333333
78,2.6,241.0,1.0,False,8.033333333333333
79,2.6333333333333333,242.0,1.0,False,8.066666666666666
80,2.6666666666666665,240.0,1.0,False,8.0
81,2.7,241.0,1.0,False,8.033333333333333
82,2.7333333333333334,241.0,1.0,False,8.033333333333333
83,2.7666666666666666,241.0,1.0,False,8.033333333333333
84,2.8,240.0,1.0,False,8.0
85,2.8333333333333335,243.0,1.0,False,8.1
86,2.8666666666666667,241.0,1.0,False,8.033333333333333
87,2.9,240.0,1.0,False,8.0
88,2.933333333333333,241.0,1.0,False,8.033333333333333
89,2.966666666666667,239.0,1.0,False,7.966666666666667
90,3.0,240.0,1.0,False,8.0
91,3.033333333333333,246.0,1.0,False,8.2
92,3.0666666666666664,241.0,1.0,False,8.033333333333333
93,3.1,241.0,1.0,False,8.033333333333333
94,3.1333333333333333,240.0,1.0,False,8.0
95,3.1666666666666665,241.0,1.0,False,8.033333333333333
96,3.2,242.0,1.0,False,8.066666666666666
97,3.2333333333333334,240.0,1.0,False,8.0
98,3.2666666666666666,242.0,1.0,False,8.066666666666666
99,3.3,240.0,1.0,False,8.0
100,3.3333333333333335,241.0,1.0,False,8.033333333333333
101,3.3666666666666667,242.0,1.0,False,8.066666666666666
102,3.4,241.0,1.0,False,8.033333333333333
103,3.433333333333333,240.0,1.0,False,8.0
104,3.466666666666667,241.0,1.0,False,8.033333333333333
105,3.5,241.0,1.0,False,8.033333333333333
106,3.533333333333333,241.0,1.0,False,8.033333333333333
107,3.5666666666666664,241.0,1.0,False,8.033333333333333
108,3.6,240.0,1.0,False,8.0
109,3.6333333333333333,238.0,1.0,False,7.933333333333334
110,3.6666666666666665,243.0,1.0,False,8.1
111,3.6999999999999997,242.0,1.0,False,8.066666666666666
112,3.7333333333333334,243.0,1.0,False,8.1
113,3.7666666666666666,241.0,1.0,False,8.033333333333333
114,3.8,242.0,1.0,False,8.066666666666666
115,3.8333333333333335,240.0,1.0,False,8.0
116,3.8666666666666667,239.0,1.0,False,7.966666666666667
117,3.9,241.0,1.0,False,8.033333333333333
118,3.933333333333333,242.0,1.0,False,8.066666666666666
119,3.966666666666667,241.0,1.0,False,8.033333333333333
120,4.0,240.0,1.0,False,8.0
121,4.033333333333333,241.0,1.0,False,8.033333333333333
122,4.066666666666666,242.0,1.0,False,8.066666666666666
123,4.1,242.0,1.0,False,8.066666666666666
124,4.133333333333333,239.0,1.0,False,7.966666666666667
125,4.166666666666667,242.0,1.0,False,8.066666666666666
126,4.2,241.0,1.0,False,8.033333333333333
127,4.233333333333333,241.0,1.0,False,8.033333333333333
128,4.266666666666667,244.0,1.0,False,8.133333333333333
129,4.3,240.0,1.0,False,8.0
130,4.333333333333333,239.0,1.0,False,7.966666666666667
131,4.366666666666666,242.0,1.0,False,8.066666666666666
132,4.4,243.0,1.0,False,8.1
133,4.433333333333334,243.0,1.0,False,8.1
134,4.466666666666667,241.0,1.0,False,8.033333333333333
135,4.5,240.0,1.0,False,8.0
136,4.533333333333333,242.0,1.0,False,8.066666666666666
137,4.566666666666666,241.0,1.0,False,8.033333333333333
138,4.6,241.0,1.0,False,8.033333333333333
139,4.633333333333333,242.0,1.0,False,8.066666666666666
140,4.666666666666667,242.0,1.0,False,8.066666666666666
141,4.7,242.0,1.0,False,8.066666666666666
142,4.733333333333333,244.0,1.0,False,8.133333333333333
143,4.766666666666667,242.0,1.0,False,8.066666666666666
144,4.8,242.0,1.0,False,8.066666666666666
145,4.833333333333333,241.0,1.0,False,8.033333333333333
146,4.866666666666666,243.0,1.0,False,8.1
147,4.9,240.0,1.0,False,8.0
148,4.933333333333334,241.0,1.0,False,8.033333333333333
149,4.966666666666667,240.0,1.0,False,8.0
150,5.0,243.0,1.0,False,8.1
151,5.033333333333333,239.0,1.0,False,7.966666666666667
152,5.066666666666666,242.0,1.0,False,8.066666666666666
153,5.1,240.0,1.0,False,8.0
154,5.133333333333333,241.0,1.0,False,8.033333333333333
155,5.166666666666667,242.0,1.0,False,8.066666666666666
156,5.2,242.0,1.0,False,8.066666666666666
157,5.233333333333333,241.0,1.0,False,8.033333333333333
158,5.266666666666667,239.0,1.0,False,7.966666666666667
159,5.3,240.0,1.0,False,8.0
160,5.333333333333333,242.0,1.0,False,8.066666666666666
161,5.366666666666666,240.0,1.0,False,8.0
162,5.4,241.0,1.0,False,8.033333333333333
163,5.433333333333334,242.0,1.0,False,8.066666666666666
164,5.466666666666667,239.0,1.0,False,7.966666666666667
165,5.5,241.0,1.0,False,8.033333333333333
166,5.533333333333333,241.0,1.0,False,8.033333333333333
167,5.566666666666666,241.0,1.0,False,8.033333333333333
168,5.6,244.0,1.0,False,8.133333333333333
169,5.633333333333333,240.0,1.0,False,8.0
170,5.666666666666667,243.0,1.0,False,8.1
171,5.7,242.0,1.0,False,8.066666666666666
172,5.733333333333333,240.0,1.0,False,8.0
173,5.766666666666667,242.0,1.0,False,8.066666666666666
174,5.8,240.0,1.0,False,8.0
175,5.833333333333333,242.0,1.0,False,8.066666666666666
176,5.866666666666666,242.0,1.0,False,8.066666666666666
177,5.9,241.0,1.0,False,8.033333333333333
178,5.933333333333334,240.0,1.0,False,8.0
179,5.966666666666667,242.0,1.0,False,8.066666666666666
180,6.0,242.0,1.0,False,8.066666666666666
181,6.033333333333333,240.0,1.0,False,8.0
182,6.066666666666666,242.0,1.0,False,8.066666666666666
183,6.1,242.0,1.0,False,8.066666666666666
184,6.133333333333333,243.0,1.0,False,8.1
185,6.166666666666667,241.0,1.0,False,8.033333333333333
186,6.2,240.0,1.0,False,8.0
187,6.233333333333333,242.0,1.0,False,8.066666666666666
188,6.266666666666667,240.0,1.0,False,8.0
189,6.3,242.0,1.0,False,8.066666666666666
190,6.333333333333333,239.0,1.0,False,7.966666666666667
191,6.366666666666666,241.0,1.0,False,8.033333333333333
192,6.4,241.0,1.0,False,8.033333333333333
193,6.433333333333334,242.0,1.0,False,8.066666666666666
194,6.466666666666667,243.0,1.0,False,8.1
195,6.5,240.0,1.0,False,8.0
196,6.533333333333333,243.0,1.0,False,8.1
197,6.566666666666666,242.0,1.0,False,8.066666666666666
198,6.6,242.0,1.0,False,8.066666666666666
199,6.633333333333333,241.0,1.0,False,8.033333333333333
200,6.666666666666667,239.0,1.0,False,7.966666666666667
201,6.7,239.0,1.0,False,7.966666666666667
202,6.733333333333333,242.0,1.0,False,8.066666666666666
